အဒိုတ်,[อะเติฺด] 1.น.สัปดาห์.  2.น.วันอาทิตย์.  3.น.ชื่อดาวนพเคราะห์.,
အဓိက,"[อะทิฺกะ]ว.เกิน,เลย.",
အဓိကဵု,"[อะทิฺกอ]น.อธิกรณ์,กรณีพิพาท.",
အဓိတ္ထာန်,[อะทิฺดทาน]ก.อธิษฐาน.,
အဓိထာန်,[อะทิฺทาน]ก.อธิษฐาน.,
အဓိပ,"[อะทิฺปะ]น.ผู้เป็นใหญ่,ผู้เป็นหัวหน้า,สิ่งสำคัญสุด.",
အဓိပ္ပတိ,[อะทิฺบปะตอย.]น.อธิบดี.,
အဓိပါဲ,"[อะทิฺปาย] 1.ก.อธิบาย,ชี้แจง.  2.น.การอธิบาย,การขยายความ.",
အနက်,"[อะแนฺก]ว.ประมาณค่ามิได้,มีค่ามาก.",
အနဂ္ဃ,"[อะแนฺกแคฺ.]ว.ประมาณค่ามิได้,มีค่ามาก.",
အနတ္တ,"[อะนฺอดตะ]ว.ไม่ใช่ตัวตน,ไม่มีตัวตน,อนัตตา.",
အနန္တ,"[อะนฺอนตะ]ว.ไม่มีที่สิ้นสุด,อนันต์.",
အနာ,"[อะแนฺ-า]น.คำสั่ง,คำบัญชา.",
အနာဂတ်,"[อะแนฺ-ากฺอด]น.กาลข้างหน้า,อนาคต.",
အနာဂာံ,[อะแนฺ-ากฺาม]น.พระอนาคามี.,
အနာၚ်,[อะนฺาญ]น.กันเกรา.,
အနာစက်,"[อะแนฺ-าจัก]น.อาณาจักร,เขตแดน.",
အနာစါရ,[อะแนฺ-าจาระ]ว.อนาจาร.,
အနာထ,"[อะแนฺ-าทะ]ว.ไม่มีที่พึ่ง,อนาถา.",
အနာံ,"[อะนฺาม]น.ด้านกว้าง,ความกว้าง.",
အနာဲ,[อะนฺาย]น.ลุง.,
အနိၚ်,"[อะเนิฺญ]ว.โดยพลการ,โดยการบังคับ,โดยการใช้กำลัง.",
အနိၚ်အထက်,"[อะเนิฺญอะทัก]ว.โดยการบังคับ,โดยพลการ,โดยการใช้กำลัง.",
အနိၚ်အပိုၚ်,"[อะเนิฺญอะปิาง]ว.โดยการบังคับ,โดยพลการ,โดยการใช้กำลัง.",
အနိစ္စ,[อะนิฺดเจีย.]ว.ไม่เที่ยง.,
အနိသ္သံသ,"[อะนิฺดซองซะ]น.อานิสงส์,ผลที่ได้รับ.",
အနဳ,"[อะนีฺ]ว.ตลอดเวลา,อย่างแท้จริง.",
အနု,"[อะนฺุ]ว.น้อย,เล็ก,ตาม,ภายหลัง.",
အနုညာတ်,"[อะนฺุญฺาด]ก.อนุญาต,ยินยอมให้.",
အနုတတ်,[อะนฺุตอด]น.สระอโนดาษ.,
အနုဒိုဟ်,[อะนฺุเตฺอ.ฮ]ว.ทุกทิศ.,
အနုဘဴ,[อะนฺุแพฺ-า]น.อานุภาพ.,
အနုမာန,"[อะนฺุแมฺ-าแนฺ.]ก.อนุมาน,คาดคะเน,คาดเดา.",
အနုမောဒနာ,[อะนฺุโมฺวแตฺ.แนฺ-า]ก.อนุโมทนา.,
အနုလုံ,[อะนฺุลฺุม]ว.คล้อยตาม.,
အနေက,"[อะเนฺกะ]ว.อเนก,มากมาย.",
အနံ,"[อะนฺอ.]น.ที่นี่,สถานที่นี้.",
အပ္ဍဲ,"[อะปะดัว] 1.น.ที่ข้างใน.  2.ว.ข้างใน,ภายใน.",
အပ္ဍဲ,"[อะปะดัว]น.ภายใน,ที่ข้างใน.",
အပြောမ်,"[อะโปฺรม] 1.ว.เลว,ต่ำทราม.  2.ว.ธรรมดา,สามัญ.",
အပြံက်,"[อะปฺรอก]น.ลวดลาย,จุดด่าง.",
အပၠၚ်ကျာ,"[อะปฺลังกฺยา]ว.ขี้โอ่,โอ้อวด,ขี้โม้.",
အပၠာ,"[อะปฺลา]น.ใบ,ส่วนแบน ๆ เช่น ใบพาย.",
အပၠူ,[อะเปฺลา]น.กล้ามเนื้อ.,
အပၠေတ်,"[อะเปฺลด]น.มลทิน,ความผิด.",
အပၠေံ,[อะเปฺล.]น.ชื่อผีร้ายตนหนึ่ง.,
အပၠဴ,"[อะปฺลาว]น.ที่ราบ,พื้นผิวที่เสมอเรียบ.",
အပၚ်,"[อะปัง]น.คุณไสย,อำนาจลึกลับ.เช่น အပၚ်ကလော် อำนาจของผี.",
အပၚ်ပၠေ,[อะปังเปฺล] 1.น.บาดแผล.  2.ก.บาดเจ็บ.,
အပတ်,"[อะปอด] 1.น.อาบัติ.  2.น.ทางลัด,คลองลัด.",
အပါ,[อะปา]น.พ่อ.,
အပါက်,"[อะปาจ]น.ครึ่งหนึ่งของร้อย,จำนวน50.",
အပါဲ,[อะปาย]น.อบาย.,
အပါသွီု,[อะปาฟาม]น.พ่อเลี้ยง.,
အပေါတ်,"[อะโปด]น.เครื่องใช้,ของใช้,เครื่องใช้ไม้สอย.เช่น အပေါတ်သ္ၚိ เครื่องเรือน,เครื่องใช้ในเรือน.",
အပံၚ်,"[อะปอง]น.การรวม,ยอดรวม.",
အပိုၚ်အခြာ,"[อะปิางอะคฺรา] 1.น.เขตแดน  ภูมิภาค,เขตปกครอง.  2.น.ระยะเวลาที่กำหนด.",
အပိုဟ်,[อะปอ.ฮ]น.ต้นอ้อ.,
အဖၠိုက်,[อะพฺลิาก]น.แร่เคลือบ.,
အဖက်,"[อะพัก]น.คราว,ขนาด,รุ่นราวคราวเดียวกัน.",
အဖါတ်,[อะพาด] 1.น.การเลื่อนเวลานัดหมาย.  2.น.ส่วนเนื้อของแกง.,
အဘိဓဝ်,[อะพิฺทฺอ]น.พระอภิธรรม.,
အဘိသမ္ဗောဓိ,[อะพิฺซอมโปฺวทิฺ]ว.ตรัสรู้ยิ่ง.,
အဘိုအ်,[อะเพฺอ.]ว.เผื่อ.,
အမတ,[อะแมฺ.ตะ]ว.อมตะ.,
အမာတ်,[อะมฺาด]น.อำมาตย์.,
အမာဲ,"[อะมฺาย]น.อาหาร,กับข้าวกับปลา.",
အမာဲကဗျန်,[อะมฺายกะปฺฺยอน]น.อาหารประเภทปลา.,
အမိၚ်,[อะเมิญ]น.คำสั่ง.,
အမိတ်ဒါန်,"[อะมิฺดตฺาน]น.คู่รัก,แฟน.",
အမူ,"[อะมฺู]น.น้า,อา(ผู้ชาย).",
အမေအ်,"[อะเมฺ.]น.ขวานถากด้ามยาว,ผึ่ง.",
အမှဲ,"[อะมัว]น.ท้องฟ้า,กลางหาว.",
အယခေၚ်,[อะแยฺ.เคียง]น.ชาวยะไข่.,
အယာံမာတ်,"[อะยฺามมฺาด]ไว.พอควร,พอประมาณ,ถึงแม้...ก็ตาม.",
အယိၚ်,"[อะเยฺิญ]น.มันเหลว,น้ำเหลือง.",
အယုက်,[อะเยิฺก]น.อายุ.,
အယုက်အထက်,[อะเยิฺกอะทัก]น.อายุอานาม.,
အယုတ်,"[อะยฺุด]น.คนเลวทราม,คนชั่วช้า.",
အယော,[อะโยฺว]น.เกียรติยศ.,
အယောၚ်အလာ,"[อะโยฺงอะแลฺ-า]น.บุคลิก,ท่าทาง,คุณสมบัติ.",
အယဴဖိုၚ်,[อะแยฺ-าพิาง]น.แมงมุม.,
အယဴ,[อะแยฺ-า]น.แมงป่อง.,
အယှံၚ်,"[อะยอง]น.ขวานขุด,ผึ่ง.",
အယိုၚ်,ดู လယိုၚ်,
အရထ,[อะแรฺ.ทะ] 1.น.คำแปล.  2.น.อรรถกถา.,
အရဟတ္တ,[อะแรฺ.ฮอนตะ]น.พระอรหันต์.,
အရက်,"[อะแรฺก]น.เหล้า,สุรา.",
အရၚ်,"[อะแรฺง] 1.น.ส่วนแบ่ง.  2.ว.แท้ ๆ,ดั้งเดิม.",
အရည္ည,[อะรฺอนญะ]น.ป่า.,
အရှန်,[อะซอน]น.พระอรหันต์.,
အရပ်,"[อะรฺอบ] 1.บุพ.เป็นของ. 2.น.สิ่งของ,เจ้าของ.",
အရပ်အရာ,"[อะรฺอบอะแรฺ-า]น.เจ้าของ,สิ่งของ,การแสดงความเป็นเจ้าเข้าเจ้าของ.",
အရာ,"[อะแรฺ-า]ส.ของที่,สิ่งที่.เช่น အရာဒနာမိတ် สิ่งที่ปราถนา.",
အရာပ်,"[อะรฺาบ]น.ย่าน,บาง,หมู่บ้าน.",
အရိယ,"[อะรอย.ยะ]น.พระศรีอริยเมตไตรย,ผู้ประเสริฐ.",
အရဳ,"[อะรอย]น.พระอริยเจ้า,พระอริยบุคคล,บุคคลผู้ประเสริฐ.",
အရုတ်,[อะรฺุด]น.เต่า.,
အရုပ်,[อะรฺุป]น.อรูปพรหม.,
အရေဝ်,[อะเรฺ] 1.น.คำพูด.  2.น.ภาษา.,
အရေဟ်အသေဟ်,"[อะเรฺ.ฮอะเซ.ฮ]น.การแสดงความนับถือ,การยกย่อง.",
အရောဲမတ်,"[อะรัฺวมฺอด]น.สิ่งที่บาดหูบาดตา,ความอิจฉาริษยา.",
အရံၚ်,"[อะรฺอง]น.สี,รัศมี,แสง.",
အရံၚ်ဍာ်မိတ်,[อะรฺองดาจมิฺด]น.สีเหลือง.,
အရံၚ်ဍီု,"[อะรฺองดาม]น.สีกรมท่า,สีตากุ้ง.",
အရံၚ်ဗ္ကေတ်,[อะรฺองแปฺ.เกด]น.สีแดง.,
အရံၚ်လစံက်,[อะรฺองแลฺ.จอก]น.สีดำ.,
အရံၚ်သ္ၚေက်,[อะรฺองซะเงียก]น.สีเขียว.,
အရံၚ်အံၚ်သူ,"[อะรฺองอองเซา]น.ลำแสง,รัศมี,รังสี.",
အရိုၚ်,"[อะริาง]ว.หยาบคาย,กักขฬะ,ป่าเถื่อน.",
အရှိုန်,[อะสอน]น.อรุณ.,
အရှိုန်စါက်,[อะสอนจาจ]น.อรุณรุ่ง.,
အရီု,"[อะเริฺม]น.อารมณ์,ความรู้สึก.",
အလၚ်ကာရ,[อะลังการะ]น.เครื่องประดับ.,
အလဇ္ဇဳ,"[อะลฺอดจีฺ]น.อลัชชี,ผู้ไม่ละอาย.",
အလာံ,[อะลฺาม]น.ธง.,
အလိတ်,"[อะลิฺด]น.อุบาย,แผนการ,เล่ห์กล,เล่ห์เหลี่ยม.",
အလိန္ဒ,"[อะลิฺนแตฺ.]น.ชั้น,หิ้ง,ระเบียง.",
အလီ,"[อะลิฺม]น.การหลอกลวง,กลลวง.",
အလှု,[อะเลา.]น.มันฝรั่ง.,
အလု,[อะลฺุ]น. (ควาย)เขาเกก(เขาควายที่ปลายงอไปคนละทางกัน.,
အလုၚ်,[อะเลิฺง]น.ที่นั่งชนิดหนึ่ง.,
အလုံ,"[อะลฺุม]ว.ทั่วไป,ตลอด,ทุกส่วน,ถ้วนทั่ว.เช่น အလုံမွဲရး ทั่วประเทศ.",
အလေဝ်,"[อะเลฺ]ว.เฉพาะ,ลำพัง,ด้วยตัวเอง.",
အလေံ,"[อะเลฺ.]น.ขนบ,ธรรมเนียม,จารีต,ความประพฤติอันดีงาม.",
အလဲ,"[อะลฺัว]น.ความปรารถนา,ความต้องการ,ความอยาก.",
အလောန်,"[อะโลฺน]น.ครั้ง,คราว.",
အလိုက်,"[อะลิฺาก]น.ท่าทาง,การเอาอย่าง,การเลียนแบบ,แบบอย่าง.",
အလိုက်အလိုက်,[อะลิฺากอะลิฺาก]ว.เป็นไปตามสิ่งนั้นๆ.,
အလိုန်,"[อะเลิฺน]น.ละลอกคลื่น,ลอนคลื่น.",
အလှဵု,"[อะลอ]น.ที่ไหน,สถานที่ไหน.",
အလိုဝ်အသဳ,"[อะเลฺออะซอย]น.รัฐบาล,ผู้เป็นอำนาจ.",
အဝ,[อะวะ]น.เมืองอังวะ.,
အဝသာန်,"[อะแวฺ.ซาน]น.อวสาน,จุดจบ,การสิ้นสุด.",
အဝတ်,"[อะวฺอด]น.หน้าที่,อัธยาศัย.",
အဝါဲ,"[อะวฺาย]ว.ขณะที่,ทันทีที่.",
အဝါဟ,"[อะแวฺ-าฮะ]ก.สมรส,แต่งงาน.",
အဝိက်,[อะเวฺิจ]น.นรกอเวจี.,
အဝိဇ္ဇာ,"[อะวิฺดแจฺ-า]น.อวิชชา,ความโง่เขลา.",
အဝုတ်,"[อะวฺุด]น.กริยา,ท่าทาง,มารยาท,อาการ.",
အဝေစဳ,[อะเวฺจี]น.นรกอเวจี.,
အဝဲ,[อะวัฺว] 1.น.อวัยวะ.  2.น.วัย.,
အဝေါက်,[อะโวฺก]น.หน่วยเงินพม่า เท่ากับ12.50สตางค์.,
အဝေါၚ်,"[อะโวฺง]น.กลุ่ม,สังคม,พวก,เขตรับผิดชอบ.",
အဝေါန်,"[อะโวฺน]น.วงกลม,วงรอบ,วงรัศมี,มณฑล.เช่น အဝေါန်တ္ၚဲ มณฑลดวงอาทิตย์.",
အဝဵု,"[อะเวฺอ]น.อำนาจ,อาณาจักร.",
အသနိ,"[อะซะนิฺ]น.อัสนีบาต,สายฟ้า.",
အသၟဝ်,"[อะซะมอ]น.ที่ข้างล่าง,ที่ด้านล่าง.",
အသၚ်ကာ,"[อะซังกา]น.ความสงสัย,ความไม่แน่ใจ.",
အသၚ်ဃဲ,[อะซังคฺัว]น.อสงไขย.,
အသည္ညသတ်,"[อะซอนแญฺ.ซอด]ก.อสัญญี,สลบ,ไม่รู้สึกตัว.",
အသရ်,"[อะซอ] 1.น.ความอัศจรรย์,ความแปลกประหลาด.  2.ว.อัศจรรย์,แปลกประหลาด.",
အသာ,"[อะซา]น.รุ่นราว,หมวดหมู่,ประเภท,ชนิด.",
အသာရဝါတ်,"[อะซาระวฺาด]น.การคลายความเศร้า,การบรรเทาความเศร้าโศก.",
အသိတ်,[อะซิด]น.นกแขวก.,
အသီ,[อะซิม]น.นกเหยี่ยวเขา.,
အသဳကၠဳ,"[อะซอยกฺลอย]น.การรับใช้,การเข้าเฝ้า,การแสดงความเคารพ.",
အသဳတိ,[อะซอยตอย.]ว.แปดสิบ.,
အသုစိ,[อะเซา.จอย.]น.อสุจิ.,
အသုဘ,"[อะเซา.แพฺ.]น.อสุภะ,สิ่งปฏิกูล.",
အသူ,"[อะเซา]น.อสูรย์,ยักษ์.",
အသူ,[อะเซา]น.อสูรย์.,
အသူရိကာဲ,[อะเซาริกาย]น.อสุรกาย.,
အသေအဟာန်,"[อะเซอะฮาน]น.งานพิธี,งานพิธีเป็นทางการ.",
အသောၚ်,[อะโซง]น.สินสอด.,
အသံ,"[อะซอม]น.คำสั่ง,คำบัญชา.",
အသြၚ်အဗၚ်,[อะซังอะแปฺง]น.ฝั่งทะเลอันกว้างไกล.,
အသြိုန်,"[อะซอน]น.อรุณ,ยามเช้า.",
အဟာ,[อะฮา]น.อาหาร.,
အဟာန်,[อะฮาน]น.ห่าน.,
အဟာရ,[อะฮาระ]น.อาหาร.,
အဟိန်,"[อะฮิน]บุพ.เมื่อ,ขณะที่,ในขณะที่.",
အဟံၚ်,"[อะฮอง]ส.ข้าพเจ้า,ผม,ฉัน.",
အဟိုတ်,[อะฮอด]น.สาเหตุ.,
အဂ္ဂ,"[อักแกฺ.]ว.เลิศ,สูงสุด,ยอด.",
အဂ္ဂမဟေသဳ,[อักแกฺ.แมฺ.เฮซอย]น.พระอัครมเหษี.,
အဂ္ဂိ,[อักกิฺ]น.ไฟ.,
အၚ်,"[อัง] 1.น.ต้นพลวง.  2.น.บึง,ห้วย.  3.น.ถ้วย.",
အၚ်္ဂ,"[อังแกฺ.]น.ส่วน,องค์.",
အၚ်္ဂဇါတ်,"[อังแกฺ.จฺาด]น.องคชาติ,อวัยวะเพศ.",
အၚ်္ဂဒဵု,[อังแกฺ.เตฺอ]น.ปูนฉาบ.,
အၚ်္ဂပၞာန်,[อังแกฺ.ปะนาน]น.กองทัพ.,
အၚ်္ဂၜေါတ်,[อังแกฺ.โบด]น.หม้อดิน.,
အၚ်္ဂုတ္တရနိကာဲ,[อังกฺุดตะระนิฺกาย]น.อังคุตตรนิกาย.,
အၚ်္ဂုတ္တဵု,[อังกฺุดตอ]น.อังคุตตรนิกาย.,
အၚ်ဂဒဵု,[อังแกฺ.เตฺอ]น.ปูนฉาบ.,
အၚ်ဒကုတ်,[อังแตฺ.กุด]น.ผ้าอังสะ.,
အၚ်ထုပ်,[อังทุบ]น.หมวก.,
အၚ်ဒဲ,"[อังตฺัว]น.คนโฑ,เหยือกน้ำ.",
အၚ်ရေၚ်,[อังเรียง]น.กล้วยไม้พันธุ์หนึ่ง.,
